boxModelID,dataContributors,coreName,S,SMin,SMax,STracer,SComment,M1,M2,M1Min,M1Max,MTracer,MComment,L1,L2,L1Min,L1Max,LTracer,LComment,WD,WDMax,WDMin,WDComment,lat,lat1,lat2,long,long1,long2,coordSource,coordComment,coringYear,coringMonth,coringYearEarliest,coringMonthEarliest,coringYearLatest,coringMonthLatest
BMID0233,Smith et al. (1999) ,22,0.7000000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,NA,600.0000000000,200.0000000000,NA,NA,48.0000000000,49.0000000000,NA,-70.5000000000,-67.5000000000,fig in smith1999,NA,1987.0000000000,9.0000000000,NA,NA,NA,NA
BMID0234,Smith et al. (1999) ,23,0.5450000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,8.0000000000,NA,NA,NA,210Pb,NA,NA,600.0000000000,200.0000000000,NA,NA,48.0000000000,49.0000000000,NA,-70.5000000000,-67.5000000000,fig in smith1999,NA,1987.0000000000,9.0000000000,NA,NA,NA,NA
BMID0235,Smith et al. (2000) ,400,NA,NA,0.0500000000,210Pb,NA,2.9000000000,NA,NA,NA,210Pb,NA,3.0000000000,NA,NA,NA,210Pb,NA,400.0000000000,NA,NA,NA,19.3670000000,NA,NA,58.2500000000,NA,NA,NA,NA,NA,NA,1994.0000000000,11.0000000000,1994.0000000000,11.0000000000
BMID0236,Smith et al. (2000) ,700,NA,NA,0.0400000000,210Pb,NA,0.4100000000,NA,NA,NA,210Pb,NA,3.0000000000,NA,NA,NA,210Pb,NA,700.0000000000,NA,NA,NA,19.3170000000,NA,NA,58.2670000000,NA,NA,NA,NA,NA,NA,1994.0000000000,11.0000000000,1994.0000000000,11.0000000000
BMID0237,Smith et al. (2000) ,850,NA,NA,0.0500000000,210Pb,NA,0.7900000000,NA,NA,NA,210Pb,NA,7.0000000000,NA,NA,NA,210Pb,NA,850.0000000000,NA,NA,NA,19.2330000000,NA,NA,58.3830000000,NA,NA,NA,NA,NA,NA,1994.0000000000,11.0000000000,1994.0000000000,11.0000000000
BMID0238,Smith et al. (2000) ,1250,NA,NA,0.0600000000,210Pb,NA,40.0000000000,NA,NA,NA,210Pb,NA,6.5000000000,NA,NA,NA,210Pb,NA,1250.0000000000,NA,NA,NA,19.2330000000,NA,NA,58.4830000000,NA,NA,NA,NA,NA,NA,1994.0000000000,11.0000000000,1994.0000000000,11.0000000000
BMID0239,Smith et al. (2000) ,3400,NA,NA,0.0600000000,210Pb,NA,0.3100000000,NA,NA,NA,210Pb,NA,2.5000000000,NA,NA,NA,210Pb,NA,3400.0000000000,NA,NA,NA,19.0000000000,NA,NA,59.0000000000,NA,NA,NA,NA,NA,NA,1994.0000000000,11.0000000000,1994.0000000000,11.0000000000
BMID0240,Smoak et al. (1999),B spartina fringe,0.1800000000,NA,NA,210Pb,NA,NA,NA,40.0000000000,NA,210Pb,NA,11.0000000000,NA,NA,NA,210Pb,NA,0.0000000000,NA,NA,NA,-22.9500000000,NA,NA,-43.7170000000,NA,NA,NA,NA,1995.0000000000,10.0000000000,NA,NA,NA,NA
BMID0241,"Soetaert et al. (1996), Van Weering et al. (1995)",A,NA,0.0010000000,0.0060000000,14C,NA,2.1000000000,NA,NA,NA,210Pb,Model 3,5.8000000000,NA,NA,NA,210Pb,Model3,208.0000000000,NA,NA,NA,49.4830000000,NA,NA,-11.1330000000,NA,NA,NA,NA,NA,NA,1993.0000000000,6.0000000000,1994.0000000000,6.0000000000
BMID0242,"Soetaert et al. (1996), Van Weering et al. (1995)",D86-01,NA,0.0010000000,0.0060000000,14C,NA,0.2500000000,NA,NA,NA,210Pb,Model 3,3.5000000000,NA,NA,NA,210Pb,Model3,208.0000000000,NA,NA,NA,49.4830000000,NA,NA,-11.1330000000,NA,NA,NA,NA,NA,NA,1993.0000000000,6.0000000000,1994.0000000000,6.0000000000
BMID0243,"Soetaert et al. (1996), Van Weering et al. (1995)",I,NA,0.0010000000,0.0060000000,14C,NA,0.0600000000,NA,NA,NA,210Pb,Model 3,4.2000000000,NA,NA,NA,210Pb,Model3,670.0000000000,NA,NA,NA,49.4170000000,NA,NA,-11.5330000000,NA,NA,NA,NA,NA,NA,1993.0000000000,6.0000000000,1994.0000000000,6.0000000000
BMID0244,"Soetaert et al. (1996), Van Weering et al. (1995)",D86-02,NA,0.0010000000,0.0060000000,14C,NA,0.0800000000,NA,NA,NA,210Pb,Model 3,3.4000000000,NA,NA,NA,210Pb,Model3,670.0000000000,NA,NA,NA,49.4170000000,NA,NA,-11.5330000000,NA,NA,NA,NA,NA,NA,1993.0000000000,6.0000000000,1994.0000000000,6.0000000000
BMID0245,"Soetaert et al. (1996), Van Weering et al. (1995)",B,NA,0.0010000000,0.0060000000,14C,NA,0.2700000000,NA,NA,NA,210Pb,Model 3,1.0000000000,NA,NA,NA,210Pb,Model3,1030.0000000000,NA,NA,NA,49.3670000000,NA,NA,-11.8000000000,NA,NA,NA,NA,NA,NA,1993.0000000000,6.0000000000,1994.0000000000,6.0000000000
BMID0246,"Soetaert et al. (1996), Van Weering et al. (1995)",D86-03,NA,0.0010000000,0.0060000000,14C,NA,0.1400000000,NA,NA,NA,210Pb,Model 3,4.7000000000,NA,NA,NA,210Pb,Model3,1030.0000000000,NA,NA,NA,49.3670000000,NA,NA,-11.8000000000,NA,NA,NA,NA,NA,NA,1993.0000000000,6.0000000000,1994.0000000000,6.0000000000
BMID0247,"Soetaert et al. (1996), Van Weering et al. (1995)",D86-11,NA,0.0010000000,0.0060000000,14C,NA,0.1500000000,NA,NA,NA,210Pb,Model 3,5.8000000000,NA,NA,NA,210Pb,Model3,1120.0000000000,NA,NA,NA,49.0830000000,NA,NA,-11.7330000000,NA,NA,NA,NA,NA,NA,1993.0000000000,6.0000000000,1994.0000000000,6.0000000000
BMID0248,"Soetaert et al. (1996), Van Weering et al. (1995)",D86-08,NA,0.0010000000,0.0060000000,14C,NA,0.1000000000,NA,NA,NA,210Pb,Model 3,1.6000000000,NA,NA,NA,210Pb,Model3,1180.0000000000,NA,NA,NA,49.2330000000,NA,NA,-12.5170000000,NA,NA,NA,NA,NA,NA,1993.0000000000,6.0000000000,1994.0000000000,6.0000000000
BMID0249,"Soetaert et al. (1996), Van Weering et al. (1995)",II,NA,0.0010000000,0.0060000000,14C,NA,0.0400000000,NA,NA,NA,210Pb,Model 3,2.0000000000,NA,NA,NA,210Pb,Model3,1430.0000000000,NA,NA,NA,49.1830000000,NA,NA,-12.8170000000,NA,NA,NA,NA,NA,NA,1993.0000000000,6.0000000000,1994.0000000000,6.0000000000
BMID0250,"Soetaert et al. (1996), Van Weering et al. (1995)",D86-04,0.0001,NA,NA,14C,NA,0.0500000000,NA,NA,NA,210Pb,Model 3,2.7000000000,NA,NA,NA,210Pb,Model3,1430.0000000000,NA,NA,NA,49.1830000000,NA,NA,-12.8330000000,NA,NA,NA,NA,NA,NA,1993.0000000000,6.0000000000,1994.0000000000,6.0000000000
BMID0251,"Soetaert et al. (1996), Van Weering et al. (1995)",C,NA,0.0010000000,0.0060000000,14C,NA,0.0300000000,NA,NA,NA,210Pb,Model 3,8.6000000000,NA,NA,NA,210Pb,Model3,1960.0000000000,NA,NA,NA,49.1670000000,NA,NA,-12.9830000000,NA,NA,NA,NA,NA,NA,1993.0000000000,6.0000000000,1994.0000000000,6.0000000000
BMID0252,"Soetaert et al. (1996), Van Weering et al. (1995)",F,NA,0.0010000000,0.0060000000,14C,NA,0.0040000000,NA,NA,NA,210Pb,Model 3,10.0000000000,NA,NA,NA,210Pb,Model3,2180.0000000000,NA,NA,NA,49.1500000000,NA,NA,-13.0830000000,NA,NA,NA,NA,NA,NA,1993.0000000000,6.0000000000,1994.0000000000,6.0000000000
BMID0253,"Soetaert et al. (1996), Van Weering et al. (1995)",D86-09,NA,0.0010000000,0.0060000000,14C,NA,0.0100000000,NA,NA,NA,210Pb,Model 3,1.1000000000,NA,NA,NA,210Pb,Model3,2220.0000000000,NA,NA,NA,48.8500000000,NA,NA,-12.7500000000,NA,NA,NA,NA,NA,NA,1993.0000000000,6.0000000000,1994.0000000000,6.0000000000
BMID0254,"Soetaert et al. (1996), Van Weering et al. (1995)",D86-05,NA,0.0010000000,0.0060000000,14C,NA,0.0100000000,NA,NA,NA,210Pb,Model 3,3.7000000000,NA,NA,NA,210Pb,Model3,2250.0000000000,NA,NA,NA,49.1670000000,NA,NA,-13.0830000000,NA,NA,NA,NA,NA,NA,1993.0000000000,6.0000000000,1994.0000000000,6.0000000000
BMID0255,"Soetaert et al. (1996), Van Weering et al. (1995)",D86-10,NA,0.0010000000,0.0060000000,14C,NA,0.1000000000,NA,NA,NA,210Pb,Model 3,8.6000000000,NA,NA,NA,210Pb,Model3,2290.0000000000,NA,NA,NA,48.8670000000,NA,NA,-12.6500000000,NA,NA,NA,NA,NA,NA,1993.0000000000,6.0000000000,1994.0000000000,6.0000000000
BMID0256,"Soetaert et al. (1996), Van Weering et al. (1995)",D86-06,NA,0.0010000000,0.0060000000,14C,NA,0.0050000000,NA,NA,NA,210Pb,Model 3,1.2000000000,NA,NA,NA,210Pb,Model3,3680.0000000000,NA,NA,NA,49.0830000000,NA,NA,-13.4330000000,NA,NA,NA,NA,NA,NA,1993.0000000000,6.0000000000,1994.0000000000,6.0000000000
BMID0257,"Soetaert et al. (1996), Van Weering et al. (1995)",D86-07,NA,0.0010000000,0.0060000000,14C,NA,0.0050000000,NA,NA,NA,210Pb,Model 3,4.8000000000,NA,NA,NA,210Pb,Model3,4500.0000000000,NA,NA,NA,49.0330000000,NA,NA,-13.7000000000,NA,NA,NA,NA,NA,NA,1993.0000000000,6.0000000000,1994.0000000000,6.0000000000
BMID0258,Stolze (2016),AMG 408,0.0900000000,NA,NA,210Pb,NA,3.6400000000,NA,NA,NA,210Pb,NA,2.5000000000,NA,NA,NA,210Pb,NA,151.0000000000,NA,NA,NA,71.2870000000,NA,NA,-127.7980000000,NA,NA,NA,NA,NA,NA,2008.0000000000,10.0000000000,2009.0000000000,10.0000000000
BMID0259,Stolze (2016),AMG 437,0.0300000000,NA,NA,210Pb,NA,3.8200000000,NA,NA,NA,210Pb,NA,2.5000000000,NA,NA,NA,210Pb,NA,320.0000000000,NA,NA,NA,71.7820000000,NA,NA,-126.4720000000,NA,NA,NA,NA,NA,NA,2008.0000000000,10.0000000000,2009.0000000000,10.0000000000
BMID0260,Stolze (2016),BS BS,0.0900000000,NA,NA,210Pb,NA,4.5000000000,NA,NA,NA,210Pb,NA,6.5000000000,NA,NA,NA,210Pb,NA,353.0000000000,NA,NA,NA,74.2710000000,NA,NA,-91.2480000000,NA,NA,NA,NA,2008.0000000000,9.0000000000,NA,NA,NA,NA
BMID0261,Stolze (2016),BS 304,0.1000000000,NA,NA,210Pb,NA,6.7200000000,NA,NA,NA,210Pb,NA,3.5000000000,NA,NA,NA,210Pb,NA,333.0000000000,NA,NA,NA,74.3170000000,NA,NA,-91.4030000000,NA,NA,NA,NA,NA,NA,2008.0000000000,10.0000000000,2009.0000000000,10.0000000000
BMID0262,Stolze (2016),LS 301,0.1200000000,NA,NA,210Pb,NA,0.6300000000,NA,NA,NA,210Pb,NA,3.5000000000,NA,NA,NA,210Pb,NA,707.0000000000,NA,NA,NA,74.1530000000,NA,NA,-83.2090000000,NA,NA,NA,NA,2008.0000000000,9.0000000000,NA,NA,NA,NA
BMID0263,Stolze (2016),LS 323,0.0700000000,NA,NA,210Pb,NA,3.2100000000,NA,NA,NA,210Pb,NA,1.5000000000,NA,NA,NA,210Pb,NA,781.0000000000,NA,NA,NA,74.1840000000,NA,NA,-80.6330000000,NA,NA,NA,NA,NA,NA,2008.0000000000,10.0000000000,2009.0000000000,10.0000000000
BMID0264,Stolze (2016),NoW 101,0.1300000000,NA,NA,210Pb,NA,11.9000000000,NA,NA,NA,210Pb,NA,4.5000000000,NA,NA,NA,210Pb,NA,402.0000000000,NA,NA,NA,76.4010000000,NA,NA,-77.4920000000,NA,NA,NA,NA,2008.0000000000,9.0000000000,NA,NA,NA,NA
BMID0265,Stolze (2016),NoW 108,0.0700000000,NA,NA,210Pb,NA,85.6700000000,NA,NA,NA,210Pb,NA,5.5000000000,NA,NA,NA,210Pb,NA,444.0000000000,NA,NA,NA,76.2700000000,NA,NA,-74.5940000000,NA,NA,NA,NA,2008.0000000000,9.0000000000,NA,NA,NA,NA
BMID0266,Stolze (2016),NoW 109,0.0500000000,NA,NA,210Pb,NA,0.8200000000,NA,NA,NA,210Pb,NA,4.5000000000,NA,NA,NA,210Pb,NA,455.0000000000,NA,NA,NA,76.2920000000,NA,NA,-74.1220000000,NA,NA,NA,NA,NA,NA,2008.0000000000,10.0000000000,2009.0000000000,10.0000000000
BMID0267,Stolze (2016),NoW 111,0.1200000000,NA,NA,210Pb,NA,5.1200000000,NA,NA,NA,210Pb,NA,4.5000000000,NA,NA,NA,210Pb,NA,611.0000000000,NA,NA,NA,76.3060000000,NA,NA,-73.2200000000,NA,NA,NA,NA,2008.0000000000,9.0000000000,NA,NA,NA,NA
BMID0268,Stolze (2016),NoW 111b,0.1000000000,NA,NA,210Pb,NA,20.1000000000,NA,NA,NA,210Pb,NA,5.5000000000,NA,NA,NA,210Pb,NA,567.0000000000,NA,NA,NA,76.2850000000,NA,NA,-73.2170000000,NA,NA,NA,NA,NA,NA,2008.0000000000,10.0000000000,2009.0000000000,10.0000000000
BMID0269,Stolze (2016),NoW 115,0.0900000000,NA,NA,210Pb,NA,1.8200000000,NA,NA,NA,210Pb,NA,4.5000000000,NA,NA,NA,210Pb,NA,668.0000000000,NA,NA,NA,76.3260000000,NA,NA,-71.2150000000,NA,NA,NA,NA,2008.0000000000,9.0000000000,NA,NA,NA,NA
BMID0270,Stolze (2016),NoW 115b,0.0600000000,NA,NA,210Pb,NA,0.4500000000,NA,NA,NA,210Pb,NA,4.5000000000,NA,NA,NA,210Pb,NA,674.0000000000,NA,NA,NA,76.3340000000,NA,NA,-71.2390000000,NA,NA,NA,NA,NA,NA,2008.0000000000,10.0000000000,2009.0000000000,10.0000000000
BMID0271,Stolze (2016),NoW 233,0.0700000000,NA,NA,210Pb,NA,1.5300000000,NA,NA,NA,210Pb,NA,5.5000000000,NA,NA,NA,210Pb,NA,696.0000000000,NA,NA,NA,76.7390000000,NA,NA,-71.8440000000,NA,NA,NA,NA,2008.0000000000,9.0000000000,NA,NA,NA,NA
BMID0272,Stolze (2016),RB1_01,0.2000000000,NA,NA,210Pb,NA,4.6900000000,NA,NA,NA,210Pb,NA,5.0000000000,NA,NA,NA,210Pb,NA,NA,200.0000000000,100.0000000000,NA,NA,42.5000000000,43.5000000000,NA,-66.0000000000,-65.0000000000,Fig 3.1 in stolze2016,NA,NA,NA,2009.0000000000,8.0000000000,2010.0000000000,8.0000000000
BMID0273,Stolze (2016),RB1_04,0.1100000000,NA,NA,210Pb,NA,7.9600000000,0.9800000000,NA,NA,210Pb,NA,5.0000000000,9.0000000000,NA,NA,210Pb,NA,NA,200.0000000000,100.0000000000,NA,NA,42.5000000000,43.5000000000,NA,-66.0000000000,-65.0000000000,Fig 3.1 in stolze2016,NA,NA,NA,2009.0000000000,8.0000000000,2010.0000000000,8.0000000000
BMID0274,Stolze (2016),JB3_01,0.1000000000,NA,NA,210Pb,NA,31.6700000000,NA,NA,NA,210Pb,NA,7.0000000000,NA,NA,NA,210Pb,NA,NA,300.0000000000,200.0000000000,NA,NA,43.0000000000,44.0000000000,NA,-66.5000000000,-67.5000000000,Fig 3.1 in stolze2016,NA,NA,NA,2009.0000000000,8.0000000000,2010.0000000000,8.0000000000
BMID0275,Stolze (2016),JB3_04,0.1200000000,NA,NA,210Pb,NA,99.8500000000,NA,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,NA,300.0000000000,200.0000000000,NA,NA,43.0000000000,44.0000000000,NA,-66.5000000000,-67.5000000000,Fig 3.1 in stolze2016,NA,NA,NA,2009.0000000000,8.0000000000,2010.0000000000,8.0000000000
BMID0276,Stolze (2016),JB4_01,0.1100000000,NA,NA,210Pb,NA,0.2700000000,NA,NA,NA,210Pb,NA,5.0000000000,NA,NA,NA,210Pb,NA,NA,300.0000000000,200.0000000000,NA,NA,43.0000000000,44.0000000000,NA,-66.5000000000,-67.5000000000,Fig 3.1 in stolze2016,NA,NA,NA,2009.0000000000,8.0000000000,2010.0000000000,8.0000000000
BMID0277,Stolze (2016),JB5_03,0.3000000000,NA,NA,210Pb,NA,0.1200000000,NA,NA,NA,210Pb,NA,5.0000000000,NA,NA,NA,210Pb,NA,NA,300.0000000000,200.0000000000,NA,NA,43.0000000000,44.0000000000,NA,-66.5000000000,-67.5000000000,Fig 3.1 in stolze2016,NA,NA,NA,2009.0000000000,8.0000000000,2010.0000000000,8.0000000000
BMID0278,Stolze (2016),CB1_01,0.1300000000,NA,NA,210Pb,NA,15.5400000000,NA,NA,NA,210Pb,NA,4.0000000000,NA,NA,NA,210Pb,NA,NA,300.0000000000,200.0000000000,NA,NA,42.5000000000,43.0000000000,NA,-66.5000000000,-67.5000000000,Fig 3.1 in stolze2016,NA,NA,NA,2009.0000000000,8.0000000000,2010.0000000000,8.0000000000
BMID0279,Stolze (2016),CB2_02,0.0600000000,NA,NA,210Pb,NA,0.4800000000,NA,NA,NA,210Pb,NA,4.0000000000,NA,NA,NA,210Pb,NA,NA,300.0000000000,200.0000000000,NA,NA,42.5000000000,43.0000000000,NA,-66.5000000000,-67.5000000000,Fig 3.1 in stolze2016,NA,NA,NA,2009.0000000000,8.0000000000,2010.0000000000,8.0000000000
BMID0280,Stolze (2016),GB3_02,0.0600000000,NA,NA,210Pb,NA,1.4000000000,NA,NA,NA,210Pb,NA,7.0000000000,NA,NA,NA,210Pb,NA,NA,400.0000000000,300.0000000000,NA,NA,42.0000000000,43.0000000000,NA,-66.5000000000,-67.5000000000,Fig 3.1 in stolze2016,NA,NA,NA,2009.0000000000,8.0000000000,2010.0000000000,8.0000000000
BMID0281,Stolze (2016),GB3_05,0.0300000000,NA,NA,210Pb,NA,0.8500000000,NA,NA,NA,210Pb,NA,5.0000000000,NA,NA,NA,210Pb,NA,NA,400.0000000000,300.0000000000,NA,NA,42.0000000000,43.0000000000,NA,-66.5000000000,-67.5000000000,Fig 3.1 in stolze2016,NA,NA,NA,2009.0000000000,8.0000000000,2010.0000000000,8.0000000000
BMID0282,Stolze (2016),NEC3_03,0.1900000000,NA,NA,210Pb,NA,0.1600000000,NA,NA,NA,210Pb,NA,8.0000000000,NA,NA,NA,210Pb,NA,NA,1000.0000000000,500.0000000000,NA,NA,42.0000000000,41.0000000000,NA,-66.0000000000,-65.0000000000,Fig 3.1 in stolze2016,NA,NA,NA,2009.0000000000,8.0000000000,2010.0000000000,8.0000000000
BMID0283,Stolze (2016),GFII,0.2600000000,NA,NA,210Pb,NA,0.1600000000,NA,NA,NA,210Pb,NA,3.5000000000,NA,NA,NA,210Pb,NA,452.0000000000,NA,NA,NA,70.7690000000,NA,NA,-72.2730000000,NA,NA,NA,NA,2008.0000000000,NA,NA,NA,NA,NA
BMID0284,Stolze (2016),602,0.1400000000,NA,NA,210Pb,NA,5.4600000000,NA,NA,NA,210Pb,NA,6.5000000000,NA,NA,NA,210Pb,NA,151.0000000000,NA,NA,NA,59.0540000000,NA,NA,-63.8700000000,NA,NA,NA,NA,2009.0000000000,NA,NA,NA,NA,NA
BMID0285,Stolze (2016),600,0.1100000000,NA,NA,210Pb,NA,7.6600000000,139.9700000000,NA,NA,210Pb,NA,9.5000000000,31.0000000000,NA,NA,210Pb,NA,204.0000000000,NA,NA,NA,59.0920000000,NA,NA,-63.4410000000,NA,NA,NA,NA,2009.0000000000,NA,NA,NA,NA,NA
BMID0286,Stolze (2016),615,0.1600000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,5.5000000000,NA,NA,NA,210Pb,NA,138.0000000000,NA,NA,NA,58.3280000000,NA,NA,-63.5450000000,NA,NA,NA,NA,2009.0000000000,NA,NA,NA,NA,NA
BMID0287,Stolze (2016),630,0.1900000000,NA,NA,210Pb,NA,8.5000000000,NA,NA,NA,210Pb,NA,7.5000000000,NA,NA,NA,210Pb,NA,50.0000000000,NA,NA,NA,57.4750000000,NA,NA,-62.0580000000,NA,NA,NA,NA,2009.0000000000,NA,NA,NA,NA,NA
BMID0288,Stolze (2016),624,0.3000000000,NA,NA,210Pb,NA,167.8200000000,NA,NA,NA,210Pb,NA,6.5000000000,NA,NA,NA,210Pb,NA,115.0000000000,NA,NA,NA,56.4380000000,NA,NA,-61.9920000000,NA,NA,NA,NA,2009.0000000000,NA,NA,NA,NA,NA
BMID0289,Zuo et al. (1991),MA6,0.6300000000,NA,NA,210Pb,NA,0.2200000000,NA,NA,NA,210Pb,NA,15.0000000000,NA,NA,NA,210Pb,NA,73.0000000000,NA,NA,NA,NA,42.0000000000,43.5000000000,NA,3.0000000000,6.0000000000,map in zuo1991,NA,1988.0000000000,NA,NA,NA,NA,NA
BMID0290,Zuo et al. (1991),ME1,0.1800000000,NA,NA,210Pb,NA,0.3300000000,NA,NA,NA,210Pb,NA,8.0000000000,NA,NA,NA,210Pb,NA,49.0000000000,NA,NA,NA,NA,42.0000000000,43.5000000000,NA,3.0000000000,6.0000000000,map in zuo1991,NA,1988.0000000000,NA,NA,NA,NA,NA
BMID0291,Zuo et al. (1991),8725,0.1500000000,NA,NA,210Pb,NA,2.0800000000,NA,NA,NA,210Pb,NA,6.0000000000,NA,NA,NA,210Pb,NA,100.0000000000,NA,NA,NA,NA,42.0000000000,43.5000000000,NA,3.0000000000,6.0000000000,map in zuo1991,NA,1987.0000000000,NA,NA,NA,NA,NA
BMID0292,Zuo et al. (1991),8917,0.2000000000,NA,NA,210Pb,NA,1.3300000000,NA,NA,NA,210Pb,NA,8.0000000000,NA,NA,NA,210Pb,NA,90.0000000000,NA,NA,NA,NA,42.0000000000,43.5000000000,NA,3.0000000000,6.0000000000,map in zuo1991,NA,1989.0000000000,NA,NA,NA,NA,NA
BMID0293,Zuo et al (1997) ,90-1,0.4000000000,NA,NA,210Pb,NA,7.0000000000,NA,NA,NA,210Pb,NA,NA,NA,24.0000000000,NA,210Pb,NA,100.0000000000,NA,NA,NA,43.2170000000,NA,NA,4.8500000000,NA,NA,NA,NA,1990.0000000000,NA,NA,NA,NA,NA
BMID0294,Zuo et al (1997) ,90-4,0.2000000000,NA,NA,210Pb,NA,6.0000000000,NA,NA,NA,210Pb,NA,9.0000000000,NA,NA,NA,210Pb,NA,101.0000000000,NA,NA,NA,43.1500000000,NA,NA,4.6670000000,NA,NA,NA,NA,1990.0000000000,NA,NA,NA,NA,NA
BMID0295,Zuo et al (1997) ,90-9,0.2000000000,NA,NA,210Pb,NA,2.0000000000,NA,NA,NA,210Pb,NA,9.0000000000,NA,NA,NA,210Pb,NA,75.0000000000,NA,NA,NA,40.9670000000,NA,NA,1.0670000000,NA,NA,NA,NA,1990.0000000000,NA,NA,NA,NA,NA
BMID0296,Zuo et al (1997) ,90-10,0.0700000000,NA,NA,210Pb,NA,0.5000000000,NA,NA,NA,210Pb,NA,9.0000000000,NA,NA,NA,210Pb,NA,1080.0000000000,NA,NA,NA,40.9830000000,NA,NA,2.1500000000,NA,NA,NA,NA,1990.0000000000,NA,NA,NA,NA,NA
